"company_name","mth_yr","has_second","no_second"
"Tioga Energy","Sep-2007",1,0
"Tioga Pharmaceuticals","Jan-2006",1,0
"TipCity","May-2010",0,1
"Tipjoy","Jan-2008",1,0
"Tipping Bucket","Apr-2009",1,0
"Tippr","Oct-2008",0,1
"TiqIQ","Feb-2012",0,1
"Titan Gaming","May-2010",0,1
"Tivity","May-2012",0,1
"Tivix","Jan-2008",0,1
"Tivli","Jul-2013",0,1
"Tixie","Apr-2012",0,1
"Tizra","Sep-2008",1,0
"Tni BioTech","Sep-2013",0,1
"ToVieFor","Apr-2010",1,0
"Toad Medical","Aug-2013",0,1
"Today Tix","Jul-2013",0,1
"TodoCast TV","Dec-2011",0,1
"TokBox","Dec-2007",0,1
"Tolera Therapeutics","Jun-2008",0,1
"Tomorrowish","Jun-2013",0,1
"Tongal","Jan-2013",1,0
"Toopher","Jan-2013",0,1
"Top Prospect","Jan-2010",0,1
"TopBlip","Feb-2013",0,1
"TopChalks","Jun-2008",0,1
"TopDown Images","Jan-2009",0,1
"TopSchool","Jun-2008",0,1
"Topera","May-2012",0,1
"Topguest","Nov-2010",0,1
"Topic","Nov-2012",0,1
"Topix","Mar-2005",0,1
"Toppic","Jan-2013",1,0
"Topspin Media","Sep-2007",0,1
"Topsy Labs","Jan-2008",0,1
"Torbit","Sep-2011",0,1
"Torch Technologies","Feb-2012",0,1
"Torsion Mobile","Feb-2011",0,1
"Total Attorneys","May-2012",0,1
"Total Beauty Media","Mar-2007",0,1
"TotalTakeout","Oct-2007",0,1
"Totango","Jul-2011",1,0
"Totsy","Nov-2010",0,1
"TouchOfModern","Jul-2013",0,1
"Touchstone Semiconductor","Jun-2011",0,1
"Touchstorm","Jun-2013",0,1
"Touchstream Technologies","Feb-2012",0,1
"TourWrist","Dec-2012",0,1
"Toura","Apr-2010",0,1
"TouristEye","Apr-2011",1,0
"TournEase","Mar-2008",1,0
"Tout","Dec-2010",0,1
"Tout'd","Jul-2012",0,1
"ToutApp","May-2011",1,0
"Tow Choice","Jan-2013",0,1
"Tower Cloud","Apr-2013",0,1
"Tower Paddle Boards","Dec-2011",0,1
"Tower59","Apr-2012",0,1
"TowerMetriX","Jan-2012",0,1
"TownHog","May-2008",0,1
"TownWizard","Jul-2012",1,0
"ToyTalk","Nov-2012",1,0
"Toygaroo.com","Oct-2010",1,0
"Traackr","Oct-2012",0,1
"TraceVector","Jan-2010",1,0
"Tracelytics","Nov-2011",1,0
"Track","Jun-2009",0,1
"TrackIF","Jun-2013",0,1
"TrackMaven","May-2013",0,1
"Trackvia","Jul-2008",1,0
"Tracky","Mar-2012",1,0
"Tracour","Mar-2013",0,1
"Trada","Mar-2010",0,1
"TradeCard","Mar-2013",0,1
"TradeSync","Feb-2013",0,1
"Tradehill","Mar-2013",0,1
"TrademarkFly","Jan-2008",0,1
"Trademarkia","Jul-2009",0,1
"Tradesy","Oct-2012",0,1
"Trading Blox","Nov-2011",0,1
"TradingView","May-2013",0,1
"Tradual Inc.","Jun-2008",0,1
"Traffic Labs","Oct-2012",0,1
"TrafficCast","Jan-2008",0,1
"Traffio","Jan-2012",1,0
"Training Intelligence","Mar-2006",0,1
"TrakBill","Jan-2013",1,0
"TranSwitch","Sep-2013",0,1
"TransLattice","Nov-2010",0,1
"Transaction Wireless","Sep-2008",0,1
"Transactis","Dec-2009",1,0
"Transactiv","Oct-2009",0,1
"Transcend Medical","Jun-2009",0,1
"Transcepta","Dec-2006",0,1
"TranscribeMe","May-2012",1,0
"Transcriptic","Nov-2012",0,1
"Transgenomic","Feb-2012",1,0
"Transparency Software","Mar-2005",0,1
"Transpera","Jul-2007",0,1
"Transpond","Feb-2009",0,1
"Tranzlogic","May-2013",1,0
"Trapit","Jan-2012",0,1
"TraveDoc","Nov-2012",1,0
"Travefy","Sep-2013",1,0
"TravelKnowledge","Jul-2012",0,1
"TravelMuse","Nov-2008",1,0
"Traversa Therapeutics","Feb-2008",0,1
"Trax Technologies","Aug-2013",0,1
"Traxo","Jun-2012",1,0
"TreSensa","Jul-2012",1,0
"Treasure Data","Sep-2012",1,0
"Treasure Valley Surgery Center","May-2012",0,1
"Treasure Valley Urology Services","Nov-2011",0,1
"TreatFeed","Apr-2011",0,1
"Tred","Aug-2011",1,0
"TreeRing","Sep-2012",0,1
"Treehouse","Oct-2011",0,1
"Treemo Labs","Oct-2007",0,1
"Trefis","Jun-2010",1,0
"Trellie","Jan-2013",0,1
"Trellis Automation","Oct-2012",1,0
"Tremor Video","Mar-2006",1,0
"TrendKite","Aug-2013",0,1
"TrendPo","May-2013",0,1
"Trendalytics","Jan-2013",0,1
"Trendslide","Mar-2012",1,0
"Tresata","Dec-2012",0,1
"Trevena","Mar-2008",0,1
"Treventis","Sep-2013",0,1
"TriLogic Pharma","Aug-2012",0,1
"TriVascular","Mar-2008",0,1
"TrialPay","Feb-2007",0,1
"Triangulate","Mar-2010",0,1
"Tribogenics","Sep-2012",1,0
"Tricycle","Jan-2004",1,0
"Trifacta","Jan-2012",0,1
"Trigemina","Jun-2013",0,1
"Trigence","Jul-2003",1,0
"Trigger","Jan-2012",0,1
"TriggerMail","Apr-2013",1,0
"Triggit","Mar-2007",1,0
"TripAdvisor","Jan-2000",0,1
"TripConnect","Sep-2006",0,1
"TripIt","Apr-2007",0,1
"TripOvation","May-2007",0,1
"Tripeese","Apr-2013",0,1
"Tripl","May-2011",0,1
"TripleGift","Sep-2011",0,1
"TripleLift","Jun-2012",1,0
"Triples Media","Mar-2011",1,0
"Tripology","Jan-2007",0,1
"Tripping","Jul-2011",0,1
"Triprental.com","Feb-2013",0,1
"Trips n Salsa","Jul-2012",0,1
"Triptrotting","May-2012",1,0
"Tripware","Sep-2007",0,1
"Triton Algae Innovations","Sep-2013",0,1
"Trivie","Sep-2012",0,1
"Trony Solar","Oct-2008",0,1
"TroopSwap","Jan-2012",1,0
"Troppus Software Corporation","Jul-2010",1,0
"Trover","Jul-2013",0,1
"Trovix","Dec-2005",0,1
"TruMarx Data Partners","Aug-2012",0,1
"TruTouch Technologies","Feb-2013",1,0
"TruantToday","Aug-2011",0,1
"Truckily","Jun-2013",0,1
"True Office","Jan-2013",0,1
"True&Co","Aug-2013",1,0
"TrueAbility","Nov-2012",1,0
"TrueDemand Software","Aug-2005",0,1
"TrueInsider","May-2009",0,1
"TrueSpan","May-2005",0,1
"Trueffect","May-2012",0,1
"Truevision","May-2012",1,0
"Trulia","Sep-2005",0,1
"Truly Wireless","May-2013",0,1
"Trumaker","Oct-2012",0,1
"Trunk Club","Sep-2011",0,1
"TrunqShow","Apr-2012",0,1
"Trusera","Jun-2007",0,1
"Trust Metrics","Dec-2011",0,1
"TrustCloud","Jan-2010",0,1
"TrustDegrees","Apr-2011",1,0
"TrustEgg","Feb-2012",0,1
"TrustGo","Jan-2011",1,0
"TrustHop","Dec-2011",0,1
"TrustID","Dec-2011",0,1
"TrustRadius","Jul-2013",0,1
"Trusted Insight","May-2010",1,0
"Trusted Opinion","Sep-2009",1,0
"TrustedAd","May-2012",0,1
"TrustedID","Oct-2005",1,0
"Trusteer","Nov-2006",0,1
"Trustifi","Dec-2012",0,1
"Trustribe","Sep-2013",0,1
"Truveris","Feb-2011",0,1
"Tsavo Media","Aug-2008",0,1
"Tubaloo","Dec-2008",1,0
"Tube2Tone","Sep-2009",0,1
"TubeMogul","Jan-2008",1,0
"Tubular Labs","Dec-2012",1,0
"Tuition.io","Feb-2013",0,1
"Tumblr","Oct-2007",0,1
"Tumri","Jul-2006",1,0
"TuneCore","Oct-2008",0,1
"TuneIn","Jul-2009",0,1
"TuneUp","May-2009",0,1
"TuneWiki","Apr-2008",0,1
"Tunespeak","Sep-2012",0,1
"Tunespotter","Nov-2012",0,1
"Tunii","Jun-2012",0,1
"Turbo-Trac USA","Aug-2012",0,1
"Turn","Jan-2005",0,1
"TurnHere","Nov-2006",1,0
"TurnKey Vacation Rentals","Aug-2013",0,1
"TurningArt","May-2011",0,1
"Turtle Beach","Oct-2010",0,1
"Tutor Assignment","Oct-2010",0,1
"Tutor Universe","Jan-2013",0,1
"Tutorspree","Dec-2011",0,1
"Tutti Dynamics","Jan-2013",0,1
"Tvoop","Jan-2009",1,0
"TweetPhoto","Apr-2010",0,1
"Twelvefold Media","Jan-2007",1,0
"TwentyFour6","Jun-2008",0,1
"Twibingo","Jun-2009",0,1
"Twigmore","Oct-2011",1,0
"Twilio","Jan-2009",1,0
"Twist","Jul-2012",0,1
"Twisted Pair Solutions","Sep-2006",0,1
"TwitChat","Nov-2011",0,1
"TwitJump","Apr-2009",0,1
"TwitSpark","Jan-2012",0,1
"Twitpay","Jan-2011",0,1
"Twitter","Jul-2007",0,1
"TwoChop","Oct-2011",0,1
"TwoFish","Dec-2006",0,1
"Twonq","Jan-2008",0,1
"TwtBks","Jun-2009",0,1
"TxVia","Oct-2007",0,1
"Tyfone","Feb-2008",0,1
"Tykoon","Sep-2011",0,1
"Tylr Mobile","Dec-2012",0,1
"Tynt","Mar-2009",0,1
"Typesafe","May-2011",0,1
"Tyrogenex","Mar-2011",0,1
"Tyros","Jun-2011",1,0
"Tytanium Ideas","Jul-2011",0,1
"U Grok It - Smartphone RFID","Mar-2013",0,1
"U4EA Networks","May-2011",0,1
"U4iA Games","Apr-2012",0,1
"UBmatrix","Oct-2005",0,1
"UCampus","Dec-2011",0,1
"UGOBE","May-2006",0,1
"UIEvolution","Jan-2013",0,1
"ULURU","Jan-2013",1,0
"UMicIt","Jan-2009",0,1
"UNITY Mobile","Jan-2007",0,1
"UPGRADE INDUSTRIES","Jan-2012",0,1
"UPlanMe","Jan-2011",0,1
"UR Mobile","Mar-2012",0,1
"US Primate Rescue Inc.","Jan-2008",0,1
"US Toxicology","Jun-2012",0,1
"US-ST Construction Material Int'l.","Dec-2011",0,1
"USDS","Apr-2013",0,1
"USGI Medical","May-2012",0,1
"USMD","Aug-2012",0,1
"UXFLIP","Sep-2011",0,1
"Ubequity","Jan-2003",0,1
"Uber","Feb-2011",1,0
"UberMedia","Apr-2010",0,1
"Uberpong LLC","Aug-2012",0,1
"Ubersense","Jan-2012",1,0
"Ubidyne","Sep-2005",0,1
"Ubiquity Global Services","Oct-2012",0,1
"Ubooly","May-2012",1,0
"Udacity","Jan-2012",0,1
"Udemy","Oct-2011",1,0
"Udorse","Jun-2009",0,1
"Ujogo","Jul-2007",0,1
"Ultius","Jan-2012",0,1
"Ultra Unlimited","Dec-2011",0,1
"Ultragenyx Pharmaceutical","Jun-2011",0,1
"Ultriva","Oct-2005",0,1
"Umami","Aug-2011",0,1
"Umbel","Apr-2012",0,1
"Umbie DentalCare","Oct-2011",1,0
"UnBuyThat","Jan-2012",0,1
"UnWired Buyer","Mar-2006",0,1
"Unbooked Ltd","Jan-2010",1,0
"UnboundID","Dec-2008",0,1
"Uncovet","May-2013",0,1
"Unda","May-2013",0,1
"Undertone","Mar-2008",0,1
"Unemployment-Extension.Org","Jul-2011",0,1
"Unfold","Jan-2011",0,1
"UniKey Technologies","May-2013",0,1
"Unified","Feb-2013",0,1
"Unified Color","Jan-2010",0,1
"Unifysquare","May-2013",0,1
"Unigo","May-2008",1,0
"Union Bay Networks","Jul-2013",0,1
"Union Spring Pharmaceuticals","Oct-2009",0,1
"Unique Blog Designs","Sep-2007",0,1
"Unitask","Jun-2005",0,1
"Unite Us","Aug-2013",0,1
"United By Blue","Jul-2013",0,1
"United Keys","Feb-2005",0,1
"Unity 4 Humanity","Jan-2005",0,1
"Univa UD","Aug-2005",0,1
"Universal Robotics","Apr-2008",0,1
"University Media","Jan-2009",0,1
"University of Connecticut","Aug-2013",0,1
"UniversityNow","Dec-2010",0,1
"Unmetric","Apr-2012",0,1
"Unsocial","May-2011",0,1
"Unsubscribe.com","Oct-2010",1,0
"Untangle","Mar-2006",1,0
"Untitled Startup","Mar-2010",0,1
"Unwired Nation","Jan-2006",0,1
"UpCity","May-2009",1,0
"UpDown","Jul-2007",1,0
"UpMo","Dec-2009",0,1
"UpNext","Mar-2011",0,1
"UpOut","Oct-2012",1,0
"UpRace","Jul-2010",0,1
"UpStart Mobile","Dec-2009",0,1
"UpTap","Sep-2012",0,1
"UpTo","Jul-2013",1,0
"UpdateLogic","Feb-2006",0,1
"Updater","May-2013",1,0
"Upfront Digital Media","Mar-2011",0,1
"Upfront Media Group","Sep-2013",0,1
"Upkeep Charlie","Mar-2013",0,1
"Uploadcare","Oct-2011",0,1
"Upstart","Apr-2013",1,0
"Uptake","Dec-2007",1,0
"Upworthy","Sep-2013",0,1
"UrGift","Dec-2012",0,1
"Urban Airship","Feb-2010",0,1
"Urban Compass","Dec-2012",1,0
"Urban Hero Sports","Aug-2012",1,0
"Urban Interns","Aug-2010",0,1
"Urban Mapping","May-2006",0,1
"Urban Metrics","Jan-2011",0,1
"Urban Remedy","Nov-2012",0,1
"UrbanBound","Aug-2013",1,0
"UrbanSitter","Nov-2011",0,1
"Urbandig Inc.","Jun-2011",0,1
"Urbita","Jan-2013",0,1
"Urgent Career","Oct-2009",0,1
"UrgentRx","Dec-2010",0,1
"Urjanet","Aug-2011",0,1
"Urtak","Jul-2011",1,0
"UserVoice","May-2009",0,1
"UsingMiles","Apr-2011",1,0
"Ustream","Dec-2007",1,0
"Utility Associates","May-2006",0,1
"Utterz","Sep-2007",0,1
"Uversity","Nov-2007",0,1
"V-Key","Sep-2012",0,1
"V3 Systems","Jan-2012",0,1
"VC VISION","Feb-2011",0,1
"VCE","Nov-2009",0,1
"VCharge","May-2011",1,0
"VHX","Aug-2013",1,0
"VIEO","Jan-2005",0,1
"VII NETWORK","Jun-2013",0,1
"VIPorbit Software","Oct-2012",1,0
"VISUALPLANT","Mar-2007",0,1
"VIXXI Solutions","Oct-2007",0,1
"VMIX Media","Mar-2006",0,1
"VMLogix","Oct-2006",0,1
"VMO Systems","May-2012",0,1
"VOIS, Inc.","Feb-2008",0,1
"VSS Monitoring","Aug-2010",0,1
"VT Enterprise","Aug-2001",0,1
"VT Silicon","Sep-2007",0,1
"VYou","May-2011",0,1
"Vacatia","Sep-2013",0,1
"Vacation Listing Service","Sep-2013",0,1
"VacationFutures","Mar-2013",1,0
"Vadio","Nov-2012",0,1
"Vadver","Aug-2007",0,1
"Valant Medical Solutions","Jun-2012",1,0
"Validas","Jan-2011",1,0
"Validity Sensors","Oct-2006",0,1
"Validus DC Systems, LLC","Dec-2007",0,1
"ValueAppeal","Jun-2012",0,1
"Values of n","Sep-2006",0,1
"Vamo","Jul-2013",0,1
"Vandalia Research","May-2008",0,1
"Vangard Voice Systems","Oct-2006",0,1
"Vantage Hospice","Jan-2012",0,1
"Vantage Media","Feb-2007",0,1
"VantageILM","Jun-2007",0,1
"Vantos","Jul-2005",0,1
"Vapore","Sep-2009",0,1
"Varentec","Jan-2012",0,1
"Variable","May-2013",1,0
"Varonis Systems","Feb-2012",0,1
"Vascular Magnetics","Feb-2012",0,1
"Vascular Pharmaceuticals","Sep-2012",0,1
"VasoNova","Mar-2007",0,1
"Vasona Networks","May-2011",0,1
"Vast","Apr-2005",0,1
"Vator.TV","Apr-2008",0,1
"Vaultive","Jan-2009",1,0
"Vaunte","Aug-2012",0,1
"Vaxart","Nov-2007",0,1
"Vaxess Technologies","May-2013",1,0
"Vayable","Dec-2011",0,1
"Vayusa","Mar-2006",0,1
"Vdopia","Oct-2009",1,0
"Vedero Software","Jun-2013",0,1
"Vee24","Aug-2013",0,1
"Veebox","Oct-2008",0,1
"Veeker","Feb-2007",0,1
"Veenome","Nov-2012",1,0
"Vehcon","Jun-2013",0,1
"Vela Systems","Jul-2007",0,1
"Velocent Systems","Oct-2012",0,1
"Velocify","Oct-2007",0,1
"Velomedix","Nov-2009",0,1
"Velox Semiconductor","May-2005",0,1
"Veloxum Corporation","Jul-2010",0,1
"VendorStack","Feb-2013",0,1
"Vendscreen","Jan-2012",0,1
"Venga","Mar-2012",0,1
"Veniti","Mar-2011",0,1
"Venmo","May-2010",1,0
"VentiRx Pharmaceuticals","Jan-2010",0,1
"Ventrix","May-2012",0,1
"VentureBeat","Feb-2008",0,1
"VentureHire","Aug-2013",0,1
"Venturepax","Aug-2010",1,0
"Venturi Wireless","Dec-2000",0,1
"Venturocket","Jul-2013",0,1
"VenueAgent","Oct-2011",0,1
"Venuelabs","Nov-2010",1,0
"Venuetastic","Apr-2011",0,1
"Veodia","May-2008",0,1
"Veoh","Jul-2005",0,1
"Veotag","May-2007",0,1
"Verastem","Nov-2010",0,1
"VerbalizeIt","May-2012",0,1
"Verbling","May-2011",1,0
"Verdeeco","Jul-2011",0,1
"Verenium","Dec-2012",0,1
"Veri","Jul-2011",1,0
"VeriShow","Jan-2010",0,1
"VeriTran","Jun-2013",0,1
"VeriTweet","Jan-2011",0,1
"Verical","Dec-2007",0,1
"Verican","Nov-2007",0,1
"Verient","Mar-2008",1,0
"Verimatrix","Jan-2005",1,0
"Verious","May-2011",0,1
"Verivue","Apr-2007",0,1
"Veros Systems","Jul-2013",1,0
"Verosee","Jan-2006",0,1
"Versa Networks","Nov-2012",0,1
"Versartis","Jun-2009",0,1
"VersionOne","Jul-2007",0,1
"Versium Analytics","Sep-2013",0,1
"Versly","Jul-2010",0,1
"Vertica Systems","Jan-2006",0,1
"Vertical Acuity","Sep-2008",0,1
"Vertical Brands","Oct-2009",1,0
"Vertical Point Solutions","Dec-2011",0,1
"VerticalResponse","Dec-2011",1,0
"Vertive (Offers.com)","Oct-2010",0,1
"Vertos Medical","May-2012",0,1
"Vertra","Sep-2011",0,1
"Vesocclude Medical","Oct-2011",0,1
"Vessix","Sep-2012",0,1
"Vestopia","Jan-2007",0,1
"VeteranCentral.com","Jun-2011",0,1
"ViS","Aug-2012",0,1
"ViVu","Sep-2009",0,1
"Viagogo","Oct-2005",0,1
"Viamet Pharmaceuticals","Jun-2007",0,1
"Vibes","Sep-2008",0,1
"Vibrant Corporation","Mar-2013",0,1
"Vibrant Media","Jul-2000",0,1
"Vibrynt","Aug-2007",0,1
"Vicept Therapeutics","Jun-2010",0,1
"VictorOps","Sep-2013",1,0
"Victrio","Dec-2010",0,1
"VidBid","Aug-2012",0,1
"Vidaao","Nov-2012",1,0
"Vidable","Aug-2011",0,1
"Vidcaster","Nov-2011",1,0
"Vidder","Sep-2011",0,1
"Video Blocks","Sep-2012",0,1
"Video Passports","Jan-2007",0,1
"VideoBlocks.com","Sep-2012",0,1
"VideoCare","Apr-2013",0,1
"VideoGenie","Jun-2011",1,0
"VideoIQ","Apr-2007",0,1
"Videolicious","Jul-2012",0,1
"Videolla","Jun-2010",1,0
"Videology","Feb-2008",0,1
"Vidmaker","Jan-2012",1,0
"View the Space","Jun-2012",0,1
"Viewdle","Jan-2009",0,1
"Viewpoints","Jun-2007",0,1
"VigLink","Jun-2009",1,0
"Vignani","Sep-2006",0,1
"Viki","Dec-2010",0,1
"Viking Cold Solutions","Mar-2013",0,1
"Vimbly","May-2013",0,1
"Vimty","Oct-2012",0,1
"VinAsset, LLC","Apr-2012",0,1
"Vinculum Solutions","Nov-2010",0,1
"Vindicia","Jan-2004",0,1
"Vine","Jun-2012",0,1
"Vinfolio","Sep-2009",0,1
"Vinomis Laboratories","Jun-2013",0,1
"Vinsula","Nov-2011",0,1
"Vinylmint","Aug-2012",0,1
"Violin Memory","Jan-2010",0,1
"Vionic","Aug-2013",0,1
"Viralheat","Jun-2011",0,1
"Virdante Pharmaceuticals","Nov-2009",0,1
"Virdia","Jun-2009",0,1
"Virdocs Software","Nov-2012",1,0
"Virgance","Feb-2009",0,1
"Virident Systems","May-2007",0,1
"Viridity Software","Dec-2008",0,1
"ViroXis","Oct-2010",0,1
"Virool","Jul-2012",1,0
"Virsto Software","Jun-2009",0,1
"Virtify","Jan-2010",0,1
"VirtuOz","Oct-2005",0,1
"Virtual Bridges","Jan-2010",0,1
"Virtual Computer","Dec-2007",0,1
"Virtual Incision","Nov-2010",0,1
"Virtual Piggy","Apr-2013",0,1
"Virtual Power Systems","Aug-2013",0,1
"Virtual Race Bags","May-2012",0,1
"Virtual Solutions","Nov-2012",0,1
"Virtual Telephone & Telegraph","Sep-2007",0,1
"VirtualLogix","Jan-2004",0,1
"VirtualWorks Group","Jun-2011",0,1
"Virtualmin","Jan-2007",0,1
"Virtuata","Mar-2011",0,1
"Virtuix","Jun-2013",0,1
"Virurl","May-2012",0,1
"VisiKard","Aug-2012",0,1
"Visible Measures","Mar-2007",1,0
"Visible Path","Mar-2006",0,1
"Visible Technologies","Aug-2006",0,1
"VisibleBrands","Apr-2013",0,1
"VisibleGains","Sep-2010",0,1
"Visionary Pharmaceuticals","Jul-2011",0,1
"Visitar","Jun-2006",0,1
"Visitec Marketing Associates","Jan-2013",0,1
"VisitorsCafe","Jan-2011",0,1
"Vistar Media","Mar-2013",0,1
"Visterra","Nov-2012",1,0
"Visual IQ","Aug-2010",0,1
"Visual Revenue","Jan-2012",1,0
"Visual i|o","Oct-2006",0,1
"Visual.ly","Mar-2013",1,0
"VisualCV","Feb-2008",0,1
"Visualant","Sep-2012",1,0
"Visualase","Dec-2012",0,1
"Visualnet","Mar-2013",0,1
"VitaPath Genetics","Nov-2009",0,1
"Vital Art and Science","Aug-2013",0,1
"Vitals (vitals.com)","Oct-2011",1,0
"Vitrue","Oct-2006",1,0
"Vivaldi Biosciences","May-2007",0,1
"Vivaty","Aug-2007",0,1
"Vivid Logic","Nov-2005",0,1
"VividCortex","Aug-2013",1,0
"Vividolabs","Sep-2011",0,1
"Vivify Health","Jan-2013",0,1
"Vivisimo","Jul-2002",1,0
"Vivo","Jul-2009",0,1
"Vivogig","May-2012",0,1
"Vivorte","Jan-2012",0,1
"Vivox","Sep-2005",0,1
"Vixely Inc","Jul-2011",0,1
"Viximo","Apr-2009",0,1
"Vizerra","Jan-2008",1,0
"Vizibility","Nov-2010",0,1
"Vizify","Mar-2012",1,0
"Vizional Technologies","Mar-2005",0,1
"Vizu Corporation","Feb-2006",1,0
"Vlingo","Dec-2006",0,1
"VoAPPs","Jun-2013",0,1
"VoIP Logic","Mar-2006",0,1
"","Aug-2009",1,0
"Vobi","Dec-2012",0,1
"Vobile","Nov-2007",0,1
"VocalizeLocal","Jan-2013",0,1
"Voci Technologies","Apr-2012",0,1
"Voice123","Dec-2002",0,1
"VoiceBunny","Sep-2011",0,1
"Voicebase","Sep-2010",0,1
"Voicendo","Jan-2011",0,1
"Vokle","Apr-2011",0,1
"VoloMetrix","Apr-2012",1,0
"VoltServer","Jun-2013",0,1
"Volta Industries","Apr-2013",0,1
"Voltari","Jan-2001",0,1
"Volume11 Media","Nov-2011",0,1
"VolunteerSpot","Jun-2012",0,1
"Volvant","Mar-2011",0,1
"VoodooVox","Aug-2005",0,1
"Vook","Feb-2010",1,0
"VoteIt","Nov-2011",0,1
"VoterTide","Feb-2012",0,1
"Votifi","Feb-2011",1,0
"Votigo","Dec-2007",0,1
"VouchedFor","Feb-2013",0,1
"Vovici","Jan-2007",0,1
"VoxPop Network Corporation","May-2007",0,1
"Voxel","Sep-2013",0,1
"Voxel (Internap)","Mar-2011",0,1
"Voxsup","Apr-2012",0,1
"Voxy","Jul-2011",1,0
"Voyage Medical","Nov-2006",0,1
"Vringo","Aug-2006",0,1
"Vsnap","Sep-2013",1,0
"Vtrim","May-2012",0,1
"Vudu","Jun-2005",0,1
"Vultus Orthodontic Technologies","Apr-2012",0,1
"Vungle","Oct-2012",1,0
"Vurb","Feb-2013",0,1
"Vusion","May-2008",0,1
"Vuze","Jul-2006",0,1
"Vuzit","Dec-2008",1,0
"Vyatta","Sep-2006",0,1
"Vycor Medical","Dec-2011",0,1
"VytronUS","Aug-2007",0,1
"W. W. Norton & Company","Oct-2011",0,1
"WAM Enterprises","Jan-2012",0,1
"WANTED Technologies","Jun-2000",0,1
"WEbook","May-2007",1,0
"WHILL","Jul-2013",1,0
"WHObyYOU","Dec-2008",0,1
"WIRELESS MEDCARE","Dec-2011",0,1
"WISErg","May-2012",0,1
"WISHI","Oct-2012",1,0
"WOWIO","Jun-2010",1,0
"WP Engine","Nov-2011",0,1
"Wabeebwa","Aug-2011",0,1
"Waddle","Oct-2011",0,1
"Waitsup","Aug-2009",0,1
"WakeMate","Mar-2009",1,0
"Wakonda Technologies","Jun-2008",0,1
"Wakozi","Jan-2006",0,1
"Walk Score","Jan-2012",0,1
"WallStrip","Jan-2007",0,1
"Wallaby Financial","Aug-2012",0,1
"Wallit","Mar-2012",0,1
"Wander","Apr-2012",1,0
"Wander (f. YongoPal)","Oct-2010",0,1
"Wandera","Apr-2013",0,1
"Wanderfly","Aug-2009",1,0
"Wanderu","Aug-2013",0,1
"Wandrian","Apr-2005",0,1
"Wannado","Jan-2012",1,0
"Wanova","Aug-2009",0,1
"Wantable","Jan-2013",0,1
"Wantful","Mar-2012",0,1
"Wantworthy","Jul-2011",1,0
"Wappwolf","Jan-2011",0,1
"Waraire Boswell Industries","Jun-2013",0,1
"Warby Parker","Sep-2011",1,0
"Wasabi 3D","Jun-2012",0,1
"Wasabi Productions","Sep-2012",0,1
"WatchDox","Aug-2008",0,1
"WatchParty","Oct-2011",1,0
"Watchup","Nov-2012",0,1
"Watchwith","Jun-2013",0,1
"WaterSmart Software","May-2011",1,0
"Waterfall Mobile","Feb-2009",0,1
"Waterfront Media","Mar-2004",0,1
"Watsi","Jul-2013",0,1
"Watt & Company","Jun-2010",0,1
"Wattbot","Jan-2008",0,1
"Wattvision","Jan-2009",0,1
"WaveSyndicate","Oct-2008",0,1
"Wavemaker Software","Apr-2008",0,1
"Wavii","Jul-2010",0,1
"Waybeo","Jan-2012",1,0
"Wayfair","Jun-2011",0,1
"Waypoint Health Innovatoins","Dec-2011",0,1
"WaysGo","Mar-2010",0,1
"Waze","Mar-2008",0,1
"We","Mar-2013",0,1
"We Are Hunted","Sep-2007",0,1
"We Cluster","Aug-2012",0,1
"We Heart it","Jan-2012",0,1
"WeAre.Us","Aug-2008",0,1
"WeBRAND","Apr-2013",0,1
"WeCounsel Solutions","Aug-2013",0,1
"WeDemand","Dec-2012",0,1
"WeFi","May-2007",0,1
"WeGame","Mar-2008",1,0
"WeHack.It","Jan-2012",0,1
"WeHostels","Mar-2012",0,1
"WeMonitor","Jun-2013",0,1
"WeMontage","Aug-2013",0,1
"WePay","Jan-2009",1,0
"WeShow","Jun-2007",0,1
"WeSpeke","Aug-2013",1,0
"WeSprout","May-2011",0,1
"WeVideo.It","Apr-2012",0,1
"WeWork","Jan-2012",0,1
"WealthEngine","Mar-2010",0,1
"Wealthfront","Dec-2009",1,0
"Weather Analytics","Aug-2013",0,1
"Weather Trends International","Jun-2006",1,0
"WeatherBug","Jun-2000",0,1
"WeatherNation TV","Apr-2012",0,1
"Weatherista","Aug-2010",0,1
"Weathermob","Jul-2013",1,0
"Web Performance","Mar-2005",0,1
"WebChalet","Oct-2012",0,1
"WebLink International","Dec-2011",0,1
"WebNotes","Jul-2008",0,1
"WebPT","Dec-2010",0,1
"WebTuner","Sep-2012",0,1
"WebVet","Jan-2007",0,1
"WebVisible","Sep-2005",0,1
"WebXiom","Jan-2009",0,1
"WebinarHero","Jan-2009",0,1
"Webroot","Feb-2005",0,1
"Webtalk","May-2012",1,0
"Webvanta","Jan-2008",1,0
"Wedding Party","Feb-2013",0,1
"WeddingWire Inc","Feb-2008",1,0
"Weddington Way","Jun-2011",0,1
"Wedge Buster","Sep-2012",0,1
"Wedit","Apr-2010",0,1
"Wee Web","Sep-2008",0,1
"Weebly","Jan-2007",1,0
"WeedWall","Sep-2012",0,1
"Weekdone","Mar-2011",0,1
"Weemba","Sep-2011",0,1
"Weemo","Jun-2011",0,1
"WegoWise","Jan-2011",1,0
"WellAWARE Systems","Dec-2009",0,1
"WellNow Urgent Care Holdings","Apr-2013",0,1
